,Zygote,2-cell,4-cell,8-cell,Morula,Blastocyst
Mtr,0.91746363,1.105026408,1.127190175,1.100608088,1.026529989,0.723181712
Opa1,0.986046791,1.043733596,1.03241594,1.101796667,1.0100582,0.825948806
Thnsl1,1.000297883,0.998063981,1.047754259,1.062295373,1.018292079,0.873296427
Slc25a15,1.010351892,0.973445849,1.024448135,1.180327292,1.051253291,0.760173541
Pank3,0.797757712,0.923106309,1.130143191,1.209691623,1.269268562,0.670032603
Mdh1,0.990648523,1.03357991,1.080868444,1.165801293,1.012758507,0.716343325
Cmpk1,0.933814374,1.068784711,1.098768311,1.081961274,0.994950486,0.821720846
Stx12,0.976334508,1.042731914,1.059836035,1.087672616,1.002464809,0.830960119
1110020G09Rik,0.925802846,1.021558967,1.007048321,1.088182297,1.026860415,0.930547155
Rab14,0.98855923,0.995309272,1.027844623,1.256023524,1.10897225,0.623291102
Cpne1,0.870169406,0.943566596,1.076204877,1.174529984,1.100902312,0.834626827
Sec14l3,0.939534918,1.016284927,1.05356465,1.083824609,0.980829151,0.925961746
Lonp1,0.957524425,0.967955179,1.036114716,1.073521073,1.035569276,0.929315332
Atp6v0c,0.929597942,1.109598713,0.999551367,1.255279582,1.068766081,0.637206317
4930471M23Rik,0.910183561,1.077440972,1.162564734,1.157089862,0.972745192,0.719975681
Mgst3,0.866054809,0.965268683,1.034668394,1.21078874,1.161851158,0.761368218
Slc25a14,0.988894961,1.001557799,1.026515702,1.154361842,1.075154321,0.753515377
Chdh,0.919408053,1.02382927,1.01009179,1.107217723,1.02708058,0.912372586
Tm9sf4,0.985630589,0.975894967,1.044303344,1.139987384,1.003033489,0.851150228
Gstp1,0.963154074,1.047411384,1.10804208,1.121813872,1.03233915,0.727239442
Pgp,0.942676928,0.943121184,1.065084191,1.14704163,1.037445396,0.864630673
Gfpt1,0.955856063,1.05647818,1.140855994,1.184252537,1.081203864,0.581353365
Col18a1,0.942351186,1.087772323,1.217471797,1.33589014,1.077817436,0.33869712
Fahd2a,0.941853976,1.079795997,1.127009531,1.162045432,1.019789889,0.669505177
Hs2st1,0.97602372,0.979009644,1.023056478,1.139460503,1.019469764,0.862979894
Gbas,0.917791344,1.010688396,1.014842365,1.108113088,1.080802428,0.867762382
Parl,0.984249212,1.025220121,1.052040129,1.148758868,1.02497077,0.764760903
Ptpn6,0.95181423,1.014490213,1.031106357,1.081608106,0.990124364,0.930856731
Samhd1,0.956709868,1.03438711,1.050883306,1.073018766,0.98608697,0.898913981
Dusp12,0.943264265,1.004861702,1.05889685,1.103299196,1.110878789,0.778799199
Tpp2,0.919563359,1.037012022,0.999084976,1.192744947,1.050570481,0.801024216
Fam82b,0.921010018,1.065630396,1.078752746,1.090855543,1.003836969,0.83991433
H2-Ke2,0.895980992,0.967091868,1.126025306,1.131971146,1.039458578,0.839472111
Dci,0.903538581,1.012944165,1.046960757,1.107896832,1.027233523,0.901426144
Dld,0.925485435,0.963312455,1.055490374,1.137221385,1.046901212,0.87158914
Cand1,0.944878719,0.982896254,1.082705019,1.146996306,1.125985759,0.716537944
Apoo,0.957108573,1.053015608,1.086826128,1.123449914,1.00694271,0.772657067
Gm10259;Kpna2;Gm10184,0.907147853,0.995919194,1.189596765,1.169025356,1.140926283,0.59738455
Slc25a35,0.962401576,1.055376309,1.07281844,1.144256142,1.026360366,0.738787168
Nif3l1,0.94554508,1.033755942,1.018874936,1.125518193,1.000788888,0.875516964
Arfip1,0.905730726,1.087299821,1.141599483,1.150137525,1.015507432,0.699725015
Thop1,0.949653997,0.986581187,1.067515149,1.083832474,1.070008181,0.842409013
Atg3,0.806596462,1.097325407,1.137095221,1.172307954,1.068395507,0.718279451
Pccb,0.939946731,1.036791834,1.030269155,1.092531328,1.003368391,0.897092562
Acat1,0.941178557,1.001241438,1.033260564,1.197160687,1.066556206,0.760602549
Mecr,0.959020566,1.033419888,1.063490785,1.12401905,1.054754276,0.765295436
Syap1,0.948918182,0.999284492,1.065658652,1.075389668,1.054478637,0.856270371
Cpt2,0.94648677,0.989999222,1.04518793,1.088053009,1.027138023,0.903135049
Me2,0.945095468,1.047281237,1.068859483,1.097035483,1.01331326,0.82841507
Uba1,0.937439241,1.010942962,1.042545556,1.079360907,1.024590057,0.905121278
Clybl,0.968467127,1.017231302,1.064168599,1.097676936,1.010897047,0.841558991
Acp6,0.912459604,1.021989929,1.055771412,1.151891967,1.035025612,0.822861478
Aldh4a1,0.944124882,1.013359451,1.040875961,1.108875892,1.02667462,0.866089197
Crlf3,0.864368972,0.961255875,0.961980543,1.02113502,1.067531748,1.123727843
Hspe1,0.873765107,0.97229244,0.971410531,1.088222314,1.041606426,1.052703184
Pmm2,0.776002433,0.76781178,0.886671925,0.995918071,1.232270711,1.341325082
Cul3,0.666656679,0.792992314,1.179718608,1.102061441,1.149587045,1.108983913
Clns1a,0.619580533,0.682108101,0.785791375,1.019049866,1.357447011,1.536023115
Nxt1,0.91454585,0.732515479,0.804787117,1.035507078,1.268039136,1.244605342
Mobkl1b,0.655273391,0.774842424,0.848479629,1.030805917,1.262514623,1.428084018
Spns1,0.375098059,0.453379716,0.576573628,0.988344232,1.689092903,1.917511464
Cct2,0.921795552,0.95675252,1.004241102,1.03994455,1.018538431,1.058727848
Akap8,0.293248983,0.536214635,1.027077643,1.049634411,1.360834807,1.732989523
Gm104,0.138054092,0.26680158,0.862537444,1.365362804,2.630454754,0.736789328
Letm1,0.932780486,0.940800451,0.980788119,1.066104533,1.022561707,1.056964706
Nudt4,0.225112571,0.411583381,0.506706279,0.996428929,1.794792859,2.065375983
Hnrnpr,0.714626724,0.582420458,0.770356612,0.981467777,1.427979716,1.523148713
H2-Ke6,0.917497152,0.933716099,0.934439774,1.10094983,1.055190969,1.058206178
Nom1,0.39832174,0.632329273,0.99018685,1.140691303,1.248142685,1.59032815
Itgb5,0.873416633,0.908786795,0.946387438,1.146031283,1.108289192,1.017088661
Usp33,0.580356273,0.492303015,0.667583146,0.92138062,1.633373708,1.705003241
Ptrh2,0.649945427,0.749894958,0.987767774,1.021549795,1.205226941,1.385615106
Glb1;Tmppe,0.660782574,0.519551868,0.687137764,0.941464215,1.578217798,1.612845783
H47,0.471915581,0.599478944,1.187328518,1.338546997,1.272397504,1.130332457
Dnajb6,0.874459121,0.702065616,0.772947525,1.00916222,1.352020506,1.289345012
Dnaja1,0.839755131,0.798167764,0.797245229,0.964678827,1.503979962,1.096173089
Gsr,0.927956717,0.915247902,0.95050713,1.102882833,1.082557196,1.020848222
Chka,0.248623834,0.39613643,1.061463364,1.418287362,1.996472196,0.879016816
Tiprl,0.681347294,0.808046414,1.048049744,1.080386055,1.118309066,1.263861429
Ercc6l,0.587462963,0.863906249,1.005409511,1.058923534,1.17298604,1.311311705
Slc25a31,0.87128311,0.928586599,0.976227522,1.103058481,1.046131227,1.074713062
Mon1a,0.149341642,0.381530471,1.378615333,1.360768123,1.530513231,1.199231201
Casp3,0.222381651,0.538814889,1.029285028,1.020374014,1.432880349,1.756264071
Rcc1,0.684871261,0.879362946,1.064058955,0.971105441,1.183861944,1.216739455
Prps1,0.314907074,0.433728691,0.839676511,1.060100049,1.499836882,1.851750793
Gpd1l,0.188571487,0.232375919,0.475426721,0.812042686,2.122301988,2.169281199
Wdr45,0.628115374,0.894664443,1.019211186,0.878116511,1.402743356,1.177149132
Crxos1,0.350163234,0.50300479,0.785444657,1.014939981,1.538576283,1.807871056
Bnip3,0.624052954,0.593328164,0.675829875,0.927388361,1.98559953,1.193801116
Pramel7,0.323790176,0.435824491,1.314814436,1.221744071,1.391349454,1.312477374
Nle1,0.854406035,0.863623041,0.939148112,1.04311208,1.108927821,1.190782913
Pgam1,0.776974695,0.890815417,0.924509265,1.044260692,1.136247383,1.227192551
Gm10093,0.46098903,0.515757163,0.743799685,1.036081042,1.514394779,1.728978302
9430023L20Rik,0.687823022,0.735839693,0.875118875,0.887424711,1.427603041,1.386190659
Kpna6,0.833043393,0.900727552,1.041792132,1.04300165,1.071852087,1.109583188
Ppm1b,0.872331168,0.874407122,1.037701364,1.021123427,1.177033006,1.017403917
Gcsh,0.27484665,0.37828173,0.591822456,1.052178333,1.736895808,1.965975024
Gorab,0.816100568,0.88810254,0.824989891,1.148634385,1.211700117,1.110472501
Fbxl20,0.463415575,0.485006923,0.551066167,0.86604622,1.962725755,1.671739361
Dppa2,0.241775546,0.384035779,0.781008467,1.088877176,1.586631874,1.917671161
Ak4,0.90918189,0.872828943,0.953384857,1.096603994,1.078355971,1.089644347
Krt77,0.731141663,0.480551446,1.054952646,1.078792606,1.518706351,1.13585529
Ptpn2,0.501972377,0.586630311,0.842757199,1.055405691,1.403032543,1.610201882
Grb2,0.612881158,0.739506938,0.820103204,1.010956304,1.360039031,1.456513366
Txndc9,0.801349475,0.890017638,0.98634043,0.967879031,1.168759726,1.185653702
Bcl2l14,0.285326415,0.322073009,0.600280066,0.953082787,1.87515434,1.964083383
Gm13991,0.935305244,0.884123606,1.007079067,1.051137561,1.077857876,1.044496648
Tsr2,0.652628666,0.651979352,0.74962536,0.959344236,1.520086871,1.466335517
Sms;Gm14680,0.897685038,0.960068319,1.007658304,1.016511154,1.099624105,1.018453082
Trim43b,0.223546799,0.345109949,0.631165064,1.242608179,2.392274327,1.165295684
Ubxn8,0.429924655,0.277981703,0.467584816,1.031636706,1.952810736,1.840061386
Gpr161,0.59462658,0.572260679,0.726433398,0.909510194,1.69755533,1.49961382
Cth,0.462393949,0.542517696,0.77717146,0.978756329,1.998982956,1.240177613
Cab39,0.606640376,0.660684079,0.868583947,0.995406086,1.382300267,1.486385246
Enpp3,0.492248084,0.592307007,0.704760696,1.38592235,1.672258925,1.152502939
Kif22,0.454901313,0.550701403,1.107753793,1.077598798,1.35449518,1.454549514
1810029B16Rik,0.474987224,0.563544863,0.869904687,0.961518594,1.512780974,1.617263657
Ppat,0.336034538,0.469557563,0.65496892,1.063689682,1.65975113,1.815998168
Cad,0.484281874,0.541873966,0.71517254,0.993300038,1.609417565,1.655954018
Ppm1a,0.603408646,0.691765101,1.01217205,1.059253532,1.539414204,1.093986468
Calcoco2,0.287852572,0.32767596,0.589191318,0.855207121,2.207717144,1.732355888
6330409N04Rik,0.835498569,0.791128797,0.882530822,1.145850139,1.177019719,1.167971956
5031439G07Rik,0.919377559,0.89790884,1.011193933,1.03308727,1.105821728,1.032610673
Gm340,0.325622334,0.61171485,0.862668658,1.004356827,1.534258025,1.661379307
Eif4e,0.824027265,0.693001283,0.921913665,1.011435043,1.360884678,1.188738068
Abcf1,0.680830072,0.711403443,0.951144431,1.038115904,1.256650045,1.361856107
Xylb,0.790877886,0.853322839,0.992816094,1.117766329,1.174776136,1.070440717
Mcl1,0.308952115,0.536489427,0.876370814,1.101747058,1.483598439,1.692842149
Phldb3,0.448830048,0.52370825,0.745415786,1.057390634,1.559803744,1.664851539
Igf2r,0.618054613,0.495417171,0.73883171,1.110515075,1.514151025,1.523030407
Fbxo15,0.318410408,0.404964577,0.722361333,1.144953718,2.093170461,1.316139505
Slc25a22,0.760319036,0.79326924,0.846909988,1.027287261,1.290734478,1.281479999
Ypel1,0.559786478,0.742429605,0.777998838,1.206685688,1.525041368,1.188058024
Eif6,0.717448443,0.910211203,0.935888626,1.076834964,1.239087539,1.120529226
Kdelr2,0.716574323,0.754241386,0.931922977,1.204609523,1.235880387,1.156771405
Tmem11,0.795775179,0.796619284,0.933480278,1.146070283,1.16484615,1.163208826
Trim43a,0.237842325,0.37346578,0.621395036,1.093730937,2.21394285,1.459623075
Otud6b,0.694755776,0.796033688,1.039525716,0.997537824,1.27657773,1.195569266
Kif11,0.716135209,0.818689833,0.919005026,1.054808117,1.208993792,1.282368025
Slc12a2,0.49001087,0.699701142,0.794314109,1.300304534,1.455912329,1.259757019
Pttg1ip,0.789176163,0.882250732,0.902105253,1.081981884,1.249250625,1.095235345
Pdxk,0.210499658,0.386587258,0.828769007,1.220103008,2.064628229,1.289412841
Alppl2,0.1791129,0.281063086,0.464487041,1.445730307,1.82152861,1.808078058
Trip13,0.727386728,0.801695613,0.86930174,1.015532067,1.39409544,1.191988414
Eif5;LOC100047658,0.810518874,0.795371747,0.970696287,0.99355313,1.224083066,1.205776897
Isyna1,0.354466143,0.38802656,0.617275771,1.068803731,2.000408111,1.571019686
Rab20,0.265730771,0.450115069,1.049660859,1.271960319,1.517157578,1.445375407
Larp4,0.491470957,0.450267053,0.70324644,1.090479083,1.651160777,1.613375691
Acsl3,0.827942288,0.899003035,0.9218498,1.088909995,1.156268672,1.106026212
Uap1,0.325844973,0.409101789,0.803781766,1.008725612,1.980107973,1.472437889
Gm15210,0.567898976,0.596270056,0.814414864,1.110271102,1.64652487,1.264620134
Bri3bp,0.138779478,0.164030119,0.654973029,1.174420605,1.861984689,2.005812081
Ube2c,0.58218266,0.656305946,0.864164939,1.212573665,1.489063797,1.195708994
Sgta,0.805485637,0.915837825,0.981316448,1.024589558,1.1535098,1.119260734
Baz2a,0.679519852,0.853805949,0.968806318,1.024145311,1.284570597,1.189151973
Wdtc1,0.706033597,0.681770496,0.884832045,1.002260192,1.415672485,1.309431187
R3hdm2,0.678115499,0.707638624,0.90988881,1.061708708,1.460177455,1.182470905
Rab5a,0.86409542,0.839357405,0.968129917,1.048328893,1.131547019,1.148541347
Wdr73,0.538847468,0.603426605,1.028279797,1.054087469,1.493308409,1.282050254
Pbk,0.673888815,0.831138705,0.956865164,1.021065031,1.327031272,1.190011015
Rif1,0.408147846,0.523494442,0.841712204,1.088818959,1.51726533,1.62056122
Gemin5,0.530534257,0.597920841,0.760096512,1.057321409,1.564400476,1.489726506
Dph1,0.449178825,0.369266449,0.78043948,1.076277935,1.692332902,1.632504411
Bcl2l13,0.615674403,0.648889622,0.935045377,1.194489167,1.311324608,1.294576825
9630033F20Rik,0.796724431,0.835344825,1.007046472,1.017864693,1.202587042,1.14043254
Sh3bp5l,0.615736701,0.584574604,0.797079958,1.07918305,1.540209781,1.383215908
Slc5a6,0.241712491,0.305947301,0.616396597,1.106505906,1.944427451,1.785010255
Snrpc,0.431466092,0.589610969,0.960519246,1.113486368,1.43451758,1.470399747
Dppa4,0.396001495,0.505397298,0.836636556,1.127391505,1.524161127,1.61041202
Rab11fip1,0.280570434,0.429614734,0.838242846,1.272914991,1.552147227,1.62650977
Ppp2r2a,0.617645994,0.732723499,0.961328553,1.054737614,1.308493455,1.325070886
Usp10,0.37096921,0.419152644,0.751489635,1.127106954,1.663989479,1.66729208
Mat2a,0.604071262,0.625861247,0.836721991,1.086509003,1.429348942,1.417487557
Kpna1,0.69323408,0.733234691,0.944997903,1.137098098,1.285327792,1.206107437
Drg2,0.584950584,0.59631447,0.861009963,1.058030625,1.518599007,1.381095353
Gnpnat1,0.554391098,0.704009924,0.926523003,1.036607992,1.436647302,1.341820682
Aamp,0.900128435,0.921566075,0.967241294,1.031075889,1.088009861,1.091978447
Tcirg1,0.697753468,0.73052566,0.904139514,1.111133057,1.345158799,1.211289503
Nub1,0.566627972,0.610527488,0.817827494,1.103074907,1.501990725,1.399951415
Pdp2,0.2670347,0.431981641,0.846391428,1.132098829,1.778518298,1.543975104
Myo10,1.375020102,1.248668931,1.02259382,0.953460871,0.769354081,0.630902197
E330017A01Rik,1.390421789,1.190150882,1.32726083,1.043762945,0.817964366,0.230439189
Pdzk1,1.100712597,1.08087152,1.092687101,0.988870138,0.863362268,0.873496378
Fyco1,1.034264763,1.502743384,1.302545584,1.060000426,0.671910149,0.428535696
Zfand2b,1.324502821,1.173923197,1.055379165,0.968205882,0.783041703,0.694947234
Ftsjd1,1.033457041,1.308354289,1.077363347,1.051434531,0.854382,0.675008793
Aldh2,1.340350151,1.173341715,1.15421093,1.205391857,0.759845909,0.36685944
Rhot2,1.168518578,1.059045086,1.034985608,1.010700769,0.961544714,0.765205247
Rnf14,1.268719118,1.285119923,1.133312315,0.93806844,0.705042219,0.669737986
BC057079,1.181298102,1.113807791,1.088203268,1.090006907,0.891099539,0.635584395
Pan2,1.239930907,1.521197121,1.151383359,0.880248976,0.676953791,0.530285848
Vps13a,1.070488647,1.082397173,1.078857651,1.065337386,0.903691126,0.799228019
Hsph1,1.168984571,1.072264752,1.07901486,1.059703229,0.916689177,0.703343412
Vapa,1.295773956,1.341067847,1.206265052,0.916609798,0.637344438,0.602938911
Dnmt1,1.320809875,1.250407207,1.335093601,1.030135662,0.817971135,0.245582523
Htra2,1.026468776,1.046555683,1.044621147,1.001914704,0.937475524,0.942964168
Fam151a,1.346070822,1.170748376,1.078467863,1.141592195,0.845554952,0.417565792
Rasa1,1.131541621,1.133215448,1.139384223,1.066130425,0.878758275,0.65097001
Tbc1d9b,1.20772298,1.155292945,1.022844285,1.014501447,0.811108656,0.788529688
Ppm1f,1.168757977,1.205173926,1.14213234,1.119714147,0.832157707,0.532063903
Eif4e3,1.270780708,1.225555075,1.220776257,1.056959766,0.856358354,0.369569841
Ctps2,1.129876841,1.199184585,1.247059778,1.067441889,0.807153801,0.549283107
Faah,1.059629114,1.108868819,1.065988822,1.016200948,0.866122917,0.883189381
Dnajb4,1.096266245,1.386207232,1.286589033,1.027343079,0.790218276,0.413376136
Mycbp2,1.217554836,1.145910041,1.054686949,0.982928135,0.815643095,0.783276946
6030458C11Rik,1.283877807,1.382403644,1.223800732,0.909411619,0.624217906,0.576288294
Rtn3,1.207355038,1.080820961,1.047065991,1.112020627,0.805948139,0.746789246
Vps33b,1.193937634,1.143958793,1.188800244,1.064396439,0.856656395,0.552250496
Surf4,1.297603808,1.141601286,1.14075322,1.006168849,0.712906895,0.700965944
Yipf1,1.187425041,1.101528422,1.193752833,0.981015741,0.905031323,0.631246641
Prune,1.12262604,1.116458212,1.145773399,1.033913072,0.899568764,0.681660515
Uvrag,1.28018481,1.172156952,1.120338468,1.057894957,0.899779577,0.469645238
Ccdc104,1.402657306,1.327214536,1.058499005,0.914924237,0.729709924,0.566994993
Txnrd1,1.065525437,1.249137973,1.028450019,1.053423256,0.897243798,0.706219518
Cyb5b,1.112299297,1.247170222,0.98753532,1.021518005,0.861968708,0.76950845
Tmsb10,1.126858818,1.07319823,1.064024728,1.099777576,0.836928679,0.79921197
Tacc3,1.560593964,1.379747124,1.059315002,0.899748924,0.692256715,0.408338274
Csad,1.139072092,1.190626809,1.172119291,1.034673119,0.882819718,0.580688973
Adss,1.285236904,1.154475717,1.140201247,1.069911403,0.87583371,0.47434102
Plek,1.177954457,1.159949327,1.109587641,1.06830688,0.894120586,0.590081111
Dclk2,1.067570462,1.490783267,1.198226667,1.02376479,0.714720633,0.504934181
Accsl,1.530798979,1.416019523,1.032545115,0.961030829,0.622857766,0.436747789
Tom1l2,1.057389903,1.282360772,1.121934968,0.985040824,0.892935077,0.660338457
Lpin2,1.343334595,1.159930236,1.128727933,1.070399304,0.870731072,0.426876861
Gm813,1.340249429,1.254161864,1.307057791,1.039051622,0.812855935,0.246623359
Glcci1,1.170069028,1.572202493,1.428456809,0.872716884,0.610616614,0.345938174
Cops7b,1.027202731,1.131607359,1.077514617,1.009004264,0.930795006,0.823876025
Cul4b,1.209034058,1.160584766,1.082568018,1.096841868,0.878954931,0.572016361
Tmem63b,1.117742743,1.097160001,1.084371499,1.064822919,0.903645557,0.732257282
Cep55,1.054773037,1.361691481,1.146232339,1.033368989,0.791573797,0.612360359
Ppp1r3d,1.100827249,1.602837078,1.203746532,1.068256291,0.689437031,0.334895821
Cyb5,1.21132493,1.382702403,1.141529086,0.941216244,0.698192628,0.625034711
Lrrc57,1.05612278,1.316692371,1.140931712,0.98902731,0.84666444,0.650561388
Cab39l,1.043742684,1.113372445,1.114310942,1.021822101,0.902520593,0.804231237
Trappc2l,1.107215164,1.045370956,1.045441514,1.052801944,0.922849964,0.82632046
Mthfd2,1.100379501,1.337890827,1.196095715,1.060008218,0.66948038,0.63614536
Arl2,1.078227678,1.078320715,1.095454173,1.036423158,0.917086372,0.794487905
Kcmf1,1.218995592,1.136264633,1.187082998,0.907075267,0.855865881,0.694715631
Dync1h1,1.071884148,1.070769911,1.032205553,1.023868524,0.896483481,0.904788383
Atp6v0a2,1.173739439,1.168516235,1.212554178,0.943053078,0.780476018,0.721661054
Arrdc1,1.208471981,1.267159028,1.033664388,1.204579732,0.735294076,0.550830796
Eif2ak4,1.120333849,1.190062378,1.036976286,1.011979021,0.830536636,0.810111831
Tcl1b2,1.123773833,1.676482141,1.344899813,1.008616405,0.622943081,0.223284729
Rabgap1,1.126863803,1.113911891,1.015511964,1.03406377,0.861100819,0.848547753
Ube2s,1.385456489,1.324982713,1.083229996,0.886450941,0.772864757,0.547015106
Vipar,1.107615787,1.1454343,1.097960169,1.088040837,0.867862179,0.69308673
